duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,own_telephone,foreign_worker,checking_status_0_=_...__200_DM,checking_status__0_DM,checking_status_=_200_DM_/_salary_assignments_for_at_least_1_year,checking_status_no_checking_account,credit_history_all_credits_at_this_bank_paid_back_duly,credit_history_critical_account/_other_credits_existing_(not_at_this_bank),credit_history_delay_in_paying_off_in_the_past,credit_history_existing_credits_paid_back_duly_till_now,credit_history_no_credits_taken/_all_credits_paid_back_duly,purpose_business,purpose_car_(new),purpose_car_(used),purpose_domestic_appliances,purpose_education,purpose_furniture/equipment,purpose_others,purpose_radio/television,purpose_repairs,purpose_retraining,savings_status_100_=_...__500_DM,savings_status_500_=_...__1000_DM,savings_status__100_DM,savings_status_=_1000_DM,savings_status_unknown/_no_savings_account,employment_1_=_...__4_years,employment_4_=_...__7_years,employment__1_year,employment_=_7_years,employment_unemployed,personal_status_female_:_divorced/separated/married,personal_status_male_:_divorced/separated,personal_status_male_:_married/widowed,personal_status_male_:_single,other_parties_co-applicant,other_parties_guarantor,other_parties_none,property_magnitude_if_not_A121_:_building_society_savings_agreement/_life_insurance,"property_magnitude_if_not_A121/A122_:_car_or_other,_not_in_attribute_6",property_magnitude_real_estate,property_magnitude_unknown_/_no_property,other_payment_plans_bank,other_payment_plans_none,other_payment_plans_stores,housing_for_free,housing_own,housing_rent,job_management/_self-employed/_highly_qualified_employee/_officer,job_skilled_employee_/_official,job_unemployed/_unskilled_-_non-resident,job_unskilled_-_resident
0.843953104413922,1.2894311244338155,0.9569235571903113,1.1688021452221076,-0.3493952002557694,-0.6252394806349127,-0.3633362097563796,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.2568901780350412,-1.0591124689001767,0.0349438377625675,1.1688021452221076,-1.194017739950021,-0.6252394806349127,-0.3633362097563796,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.47700534359760094,3.852308593110102,-0.8870358816651763,1.1688021452221076,0.6829212371483159,-0.6252394806349127,-0.3633362097563796,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2935314631894404,0.7944786382267024,0.0349438377625675,0.2337604290444215,1.1521559814229,3.0406945682159434,-0.3633362097563796,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8073118192595229,-0.7725401392758499,0.0349438377625675,0.2337604290444215,0.4952273394384822,1.2077275437905155,-0.3633362097563796,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.11005758278127986,-0.2605203259581466,0.9569235571903113,0.2337604290444215,-0.16170130254593573,-0.6252394806349127,-0.3633362097563796,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.843953104413922,0.0026340432121147927,-0.8870358816651763,1.1688021452221076,-0.3493952002557694,-0.6252394806349127,-0.3633362097563796,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.3943747456384037,2.3202182989966644,0.0349438377625675,-0.7012812871332645,-0.3493952002557694,-0.6252394806349127,2.752271788904577,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.3943747456384037,-0.34784153443093324,0.9569235571903113,1.1688021452221076,2.0906254699720686,1.2077275437905155,-0.3633362097563796,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.01832064257719959,-0.12676011116119626,-1.8090156010929201,-0.7012812871332645,-0.3493952002557694,-0.6252394806349127,-0.3633362097563796,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
